      0.000050        0.145933        0.000608       67.573357     1157.608276
      0.000150        0.145935        0.001817       67.573433     1157.598511
      0.000250        0.145935        0.003031       67.573524     1157.597534
      0.000350        0.145933        0.004251       67.573654     1157.611694
      0.000450        0.145932        0.005472       67.573845     1157.625366
      0.000550        0.145935        0.006693       67.574074     1157.603271
      0.000650        0.145941        0.007907       67.574364     1157.562500
      0.000750        0.145945        0.009123       67.574661     1157.538086
      0.000850        0.145943        0.010337       67.574974     1157.554321
      0.000950        0.145938        0.011552       67.575333     1157.607544
      0.001050        0.145933        0.012764       67.575714     1157.649658
      0.001150        0.145933        0.013978       67.576103     1157.652710
      0.001250        0.145940        0.015188       67.576500     1157.606689
      0.001350        0.145946        0.016395       67.576958     1157.565063
      0.001450        0.145953        0.017596       67.577469     1157.523926
      0.001550        0.145954        0.018789       67.578018     1157.518799
      0.001650        0.145951        0.019982       67.578636     1157.560303
      0.001750        0.145945        0.021172       67.579308     1157.612915
      0.001850        0.145942        0.022364       67.580002     1157.655029
      0.001950        0.145937        0.023557       67.580727     1157.702026
      0.002050        0.145932        0.024749       67.581482     1157.753784
      0.002150        0.145933        0.025943       67.582291     1157.765137
      0.002250        0.145940        0.027147       67.583122     1157.724243
      0.002350        0.145947        0.028347       67.583977     1157.683350
      0.002450        0.145953        0.029547       67.584862     1157.651611
      0.002550        0.145958        0.030740       67.585716     1157.620728
      0.002650        0.145964        0.031935       67.586662     1157.592041
      0.002750        0.145970        0.033132       67.587616     1157.560669
      0.002850        0.145977        0.034336       67.588615     1157.521484
      0.002950        0.145983        0.035546       67.589691     1157.494141
      0.003050        0.145981        0.036761       67.590759     1157.528809
      0.003150        0.145974        0.037970       67.591858     1157.597412
      0.003250        0.145969        0.039184       67.592979     1157.658203
      0.003350        0.145965        0.040390       67.594139     1157.712524
      0.003450        0.145961        0.041600       67.595345     1157.766968
      0.003550        0.145956        0.042805       67.596588     1157.827393
      0.003650        0.145958        0.044019       67.597878     1157.830933
      0.003750        0.145967        0.045222       67.599174     1157.779663
      0.003850        0.145977        0.046420       67.600517     1157.725952
      0.003950        0.145986        0.047618       67.601906     1157.680908
      0.004050        0.145994        0.048824       67.603310     1157.636108
      0.004150        0.146002        0.050029       67.604759     1157.597412
      0.004250        0.146004        0.051230       67.606224     1157.607910
      0.004350        0.146000        0.052435       67.607758     1157.671021
      0.004450        0.145994        0.053644       67.609322     1157.741577
      0.004550        0.145990        0.054856       67.610924     1157.804321
      0.004650        0.145985        0.056067       67.612541     1157.864136
      0.004750        0.145981        0.057279       67.614174     1157.929565
      0.004850        0.145979        0.058486       67.615852     1157.975830
      0.004950        0.145985        0.059687       67.617554     1157.955444
      0.005050        0.145996        0.060892       67.619301     1157.896851
      0.005150        0.146006        0.062095       67.621101     1157.849854
      0.005250        0.146015        0.063283       67.622925     1157.807129
      0.005350        0.146024        0.064474       67.624786     1157.767334
      0.005450        0.146033        0.065669       67.626648     1157.725830
      0.005550        0.146042        0.066869       67.628502     1157.687866
      0.005650        0.146048        0.068068       67.630379     1157.675659
      0.005750        0.146046        0.069267       67.632301     1157.724731
      0.005850        0.146040        0.070465       67.634239     1157.805908
      0.005950        0.146035        0.071667       67.636208     1157.877319
      0.006050        0.146031        0.072864       67.638229     1157.942139
      0.006150        0.146027        0.074053       67.640251     1158.008301
      0.006250        0.146022        0.075241       67.642311     1158.086792
      0.006350        0.146023        0.076430       67.644394     1158.112427
      0.006450        0.146033        0.077623       67.646492     1158.068115
      0.006550        0.146044        0.078805       67.648643     1158.014771
      0.006650        0.146056        0.079998       67.650818     1157.962402
      0.006750        0.146066        0.081191       67.653008     1157.915405
      0.006850        0.146076        0.082382       67.655243     1157.876099
      0.006950        0.146084        0.083571       67.657494     1157.848877
      0.007050        0.146084        0.084766       67.659752     1157.888428
      0.007150        0.146078        0.085960       67.662041     1157.975464
      0.007250        0.146073        0.087154       67.664352     1158.053833
      0.007350        0.146069        0.088351       67.666687     1158.129395
      0.007450        0.146063        0.089547       67.669090     1158.216797
      0.007550        0.146063        0.090751       67.671532     1158.256470
      0.007650        0.146073        0.091953       67.674026     1158.221558
      0.007750        0.146085        0.093164       67.676575     1158.172241
