128
1 1 0 3
3 0.999697 1.81174e-05 3
4 0.999214 4.54073e-05 3
5 0.99849 8.6296e-05 3
6 0.997419 0.000146387 3
7 0.996082 0.00021744 3
8 0.994418 0.000304391 3
9 0.992479 0.000396558 3
10 0.990224 0.000504413 3
11 0.98769 0.000608604 3
12 0.984848 0.000725124 3
13 0.981726 0.000827572 3
14 0.978302 0.000939559 3
15 0.974601 0.00102347 3
16 0.970604 0.00111476 3
17 0.966333 0.00116226 3
18 0.961772 0.00121268 3
19 0.956941 0.00120396 3
20 0.951828 0.00119552 3
21 0.946449 0.00111457 3
22 0.940795 0.00102932 3
23 0.934881 0.000862115 3
24 0.928699 0.000688227 3
25 0.922266 0.000423601 3
26 0.915571 0.000149177 3
27 0.908633 -0.00022394 3
28 0.901442 -0.000609734 3
29 0.894016 -0.00109857 3
30 0.886346 -0.00160345 3
31 0.878449 -0.00221321 3
32 0.870319 -0.00284202 3
33 0.861971 -0.00357484 3
34 0.853399 -0.00432833 3
35 0.84462 -0.00518545 3
36 0.835628 -0.00606343 3
37 0.82644 -0.00704208 3
38 0.81705 -0.00804333 3
39 0.807474 -0.00914066 3
40 0.797707 -0.010261 3
41 0.787766 -0.0114732 3
42 0.777646 -0.0127074 3
43 0.767365 -0.0140298 3
44 0.756917 -0.0153746 3
45 0.74632 -0.0168013 3
46 0.735569 -0.0182496 3
47 0.724682 -0.0197688 3
48 0.713655 -0.0213064 3
49 0.702503 -0.0229002 3
50 0.691225 -0.0245118 3
51 0.679835 -0.0261624 3
52 0.668335 -0.02783 3
53 0.656734 -0.0295196 3
54 0.645039 -0.031222 3
55 0.633256 -0.0329277 3
56 0.621394 -0.0346448 3
57 0.609457 -0.0363457 3
58 0.597456 -0.0380555 3
59 0.585393 -0.0397285 3
60 0.573283 -0.0414081 3
61 0.561125 -0.0430282 3
62 0.548935 -0.0446516 3
63 0.53671 -0.0461888 3
64 0.524468 -0.047727 3
65 0.512205 -0.0491482 3
66 0.499942 -0.0505694 3
67 0.487671 -0.0518374 3
68 0.475416 -0.0531038 3
69 0.463167 -0.0541835 3
70 0.450948 -0.0552604 3
71 0.438751 -0.0561224 3
72 0.426599 -0.0569812 3
73 0.414484 -0.0576052 3
74 0.402426 -0.0582252 3
75 0.390422 -0.0586009 3
76 0.378487 -0.0589745 3
77 0.366624 -0.0591057 3
78 0.354842 -0.059236 3
79 0.343148 -0.0591405 3
80 0.331546 -0.0590459 3
81 0.320049 -0.0587505 3
82 0.308657 -0.058459 3
83 0.297383 -0.0580007 3
84 0.286229 -0.0575473 3
85 0.275207 -0.056958 3
86 0.264316 -0.0563768 3
87 0.253571 -0.0556815 3
88 0.242971 -0.0549955 3
89 0.23253 -0.0542061 3
90 0.222245 -0.0534294 3
91 0.212132 -0.0525567 3
92 0.202187 -0.0516974 3
93 0.192428 -0.0507442 3
94 0.182848 -0.0498097 3
95 0.173465 -0.0487839 3
96 0.164273 -0.047779 3
97 0.155289 -0.0466856 3
98 0.146506 -0.0456176 3
99 0.137943 -0.0444623 3
100 0.129591 -0.0433354 3
101 0.12147 -0.042122 3
102 0.113568 -0.0409405 3
103 0.105907 -0.0396738 3
