128
104 0.0984754 -0.0384448 3
105 0.0912949 -0.0371306 3
106 0.0843503 -0.0358594 3
107 0.0776676 -0.0344994 3
108 0.0712266 -0.0331895 3
109 0.0650571 -0.0317862 3
110 0.0591348 -0.0304391 3
111 0.0534946 -0.028994 3
112 0.0481049 -0.0276132 3
113 0.0430075 -0.0261289 3
114 0.0381632 -0.0247171 3
115 0.0336223 -0.0231957 3
116 0.0293332 -0.0217599 3
117 0.0253602 -0.0202066 3
118 0.0216351 -0.0187516 3
119 0.018241 -0.0171705 3
120 0.0150862 -0.0157014 3
121 0.0122821 -0.0140966 3
122 0.0097011 -0.0126195 3
123 0.00749966 -0.0109933 3
124 0.00549005 -0.00950995 3
125 0.00390257 -0.00786826 3
126 0.00245861 -0.00637301 3
127 0.00150054 -0.00472624 3
128 0.00061803 -0.00320107 3
129 0.000299462 -0.00157197 3

128
130 1.74142e-08 8.67065e-06 3
131 0.000302615 0.00159054 3
132 0.000624151 0.00322128 3
133 0.00150968 0.00474415 3
134 0.00247096 0.00638609 3
135 0.00391799 0.00786928 3
136 0.0055085 0.00949751 3
137 0.00752096 0.010956 3
138 0.0097262 0.0125548 3
139 0.0123095 0.0139921 3
140 0.0151179 0.0155554 3
141 0.0182742 0.0169728 3
142 0.0216739 0.0184998 3
143 0.0253992 0.0199017 3
144 0.0293782 0.0214002 3
145 0.0336671 0.0227905 3
146 0.038214 0.0242657 3
147 0.0430581 0.0256485 3
148 0.0481611 0.0271039 3
149 0.0535506 0.0284753 3
150 0.0591959 0.0299118 3
151 0.0651186 0.0312662 3
152 0.0712925 0.032678 3
153 0.0777342 0.0340091 3
154 0.0844211 0.0353907 3
155 0.0913667 0.0366929 3
156 0.0985509 0.0380386 3
157 0.105984 0.0393047 3
158 0.113648 0.0406099 3
159 0.121551 0.0418344 3
160 0.129675 0.0430933 3
161 0.138029 0.0442702 3
162 0.146595 0.0454769 3
163 0.15538 0.0465988 3
164 0.164366 0.0477466 3
165 0.17356 0.0488075 3
166 0.182945 0.0498896 3
167 0.192526 0.0508851 3
168 0.202288 0.0518986 3
169 0.212234 0.0528238 3
170 0.222349 0.0537648 3
171 0.232635 0.0546164 3
172 0.243079 0.0554801 3
173 0.25368 0.056252 3
174 0.264427 0.0570345 3
175 0.275318 0.0577235 3
176 0.286342 0.058421 3
177 0.297497 0.0590251 3
178 0.308773 0.0596347 3
179 0.320165 0.0601466 3
180 0.331664 0.0606644 3
181 0.343266 0.0610811 3
182 0.354961 0.0615002 3
183 0.366744 0.0618166 3
184 0.378607 0.0621352 3
185 0.390543 0.0623481 3
186 0.402545 0.0625632 3
187 0.414607 0.0626706 3
188 0.426719 0.0627794 3
189 0.438875 0.062777 3
190 0.451068 0.0627736 3
191 0.463291 0.0626514 3
192 0.475536 0.0625289 3
193 0.487795 0.0622787 3
194 0.500063 0.0620273 3
195 0.512329 0.061639 3
196 0.52459 0.0612519 3
197 0.536834 0.0607213 3
198 0.549058 0.0601916 3
199 0.561249 0.0595156 3
200 0.573407 0.0588424 3
201 0.585516 0.0580269 3
202 0.597579 0.0572155 3
203 0.609578 0.0562763 3
204 0.621516 0.0553418 3
205 0.633376 0.0542957 3
206 0.64516 0.0532563 3
207 0.656852 0.0521192 3
208 0.668455 0.050992 3
209 0.679951 0.0497779 3
210 0.691344 0.0485748 3
211 0.702617 0.0472956 3
212 0.713772 0.0460297 3
213 0.724793 0.0446963 3
214 0.735684 0.0433787 3
215 0.746428 0.0420021 3
216 0.757029 0.0406439 3
217 0.76747 0.039237 3
218 0.777755 0.0378511 3
219 0.787868 0.0364248 3
220 0.797812 0.0350225 3
221 0.807572 0.0335898 3
222 0.817151 0.0321829 3
223 0.826535 0.0307539 3
224 0.835725 0.0293553 3
225 0.844711 0.027943 3
226 0.853492 0.0265638 3
227 0.862057 0.0251782 3
228 0.870407 0.0238283 3
229 0.878531 0.0224784 3
230 0.886429 0.0211658 3
231 0.894093 0.0198606 3
232 0.90152 0.0185945 3
233 0.908705 0.0173408 3
234 0.915644 0.0161291 3
235 0.922332 0.0149352 3
236 0.928766 0.0137866 3
237 0.934943 0.0126596 3
238 0.940856 0.0115813 3
239 0.946505 0.0105299 3
240 0.951883 0.00952894 3
241 0.956992 0.0085603 3
242 0.961822 0.00764455 3
243 0.966378 0.00676382 3
244 0.970648 0.00593915 3
245 0.97464 0.0051543 3
246 0.97834 0.00442679 3
247 0.981759 0.00374382 3
248 0.984879 0.00311949 3
249 0.987718 0.00254344 3
250 0.99025 0.00203013 3
251 0.992501 0.00156702 3
252 0.994438 0.00116806 3
253 0.996097 0.000821593 3
254 0.997433 0.000543351 3
255 0.998499 0.000318224 3
256 0.999221 0.000165449 3
257 0.999701 6.36765e-05 3
